Name,avg_salary,avg_raptor,season_end,season_start
Pape Sow,590525.3333,-4.066666667,2007,2004
Pape Sy,473604,-6.5,2011,2010
Pascal Siakam,1254325.5,-1.4,2018,2016
Pat Burke,636486,-7.366666667,2007,2002
Pat Connaughton,957037,-4.133333333,2018,2015
Pat Cummings,662375,-3.275,1989,1984
Pat Durham,126000,-1.1,1995,1994
Pat Garrity,2278802.1,-3.07,2008,1998
Patricio Garino,65984.5,-21.7,2017,2016
Patrick Beverley,3333167.667,3.15,2018,2012
Patrick Eddie,130000,-19.4,1992,1991
Patrick Ewing,7255477.647,1.264705882,2002,1985
Patrick McCaw,928041,-4.3,2018,2016
Patrick O'Bryant,1849530,-5.225,2010,2006
Patrick Patterson,4040912.875,-0.6875,2018,2010
Patty Mills,3166017.375,-0.1875,2018,2009
Pau Gasol,11967633,1.7,2018,2001
Paul Davis,377269.5,-1.3,2010,2006
Paul George,10171249.88,4.125,2018,2010
Paul Graham,408333.3333,-0.533333333,1994,1991
Paul Grant,626910.5,-4.6,2004,1998
Paul McPherson,316969,-1.7,2001,2000
Paul Millsap,10287608.42,2.641666667,2018,2006
Paul Mokeski,308000,-3.26,1991,1984
Paul Pierce,10369713.26,2.642105263,2017,1998
Paul Pressey,640666.6667,2.383333333,1992,1984
Paul Shirley,29832,-23.3,2003,2002
Paul Thompson,87500,-2.4,1986,1984
Paul Zipser,1031305.5,-4.55,2018,2016
Pavel Podkolzin,1101720,-14.05,2006,2004
Pearl Washington,322500,-1.4,1989,1987
Peja Stojakovic,7535132.308,1.638461538,2011,1999
Pepe Sanchez,452202,-5.8,2003,2000
Pero Antic,1250000,-0.2,2015,2014
Perry Jones III,1082560,-4.166666667,2015,2012
Pervis Ellison,1975454.545,-2.372727273,2001,1989
Pete Chilcutt,589033.3333,-2.877777778,2000,1991
Pete Myers,328450,-1.6,1998,1987
Pete Verhoeven,142500,-2.95,1986,1984
Pete Williams,70000,-1.5,1986,1985
Peter John Ramos,600000,-9.1,2005,2004
Peter Thibeaux,85000,-5.1,1986,1985
Petur Gudmundsson,225000,-7.5,1989,1987
Phil Hubbard,331265,-1.95,1989,1984
Phil Pressey,366888.3333,0.166666667,2016,2014
Pierre Jackson,105498,5.5,2017,2016
PJ Hairston,1175580,-2.8,2016,2014
PJ Tucker,3735605.857,-0.171428571,2018,2006
Pooh Richardson,1898045.556,-0.588888889,1999,1990
Popeye Jones,1569208,-2.536363636,2004,1993
Pops Mensah-Bonsu,276844.5,-2.35,2011,2006
Predrag Drobnjak,1513742.75,-4.875,2005,2001
Predrag Savovic,349458,-3,2003,2002
Priest Lauderdale,589000,-10.6,1998,1996
Primoz Brezec,1665997.25,-5.375,2010,2001
Purvis Short,528750,-0.475,1989,1984
Quentin Richardson,4526630.385,-0.792307692,2013,2000
Quincy Acy,1146500.857,-0.728571429,2018,2012
Quincy Douby,1333960,-4.733333333,2009,2006
Quincy Lewis,800945.25,-3.75,2004,1999
Quincy Miller,325565.6,-0.86,2015,2012
Quincy Pondexter,2114479.667,-3.833333333,2018,2010
Quinn Buckner,231000,-1.4,1986,1984
Quintin Dailey,357500,-3.983333333,1992,1984
Quinton Ross,850294.1429,-2.428571429,2011,2004
Qyntel Woods,940278.5,-3.55,2006,2002
Radisav Curcic,140000,-1.9,1993,1992
Raef LaFrentz,7141254.2,-0.03,2008,1998
Rafael Addison,346600,-3.96,1997,1991
Rafael Araujo,2238960,-6.366666667,2007,2004
Rafer Alston,2344127.583,-0.433333333,2010,1999
Raja Bell,3013814.909,-0.890909091,2012,2001
Rajon Rondo,6967914.154,1.507692308,2018,2006
Rakeem Christmas,1026171,-15.7,2017,2015
Ralph Lewis,125000,-5.15,1989,1987
Ralph Sampson,1819875,-3.9875,1992,1984
Ramon Rivas,100000,-5.7,1989,1988
Ramon Sessions,2929349.417,-2.133333333,2018,2007
Randell Jackson,201500,-8.8,2000,1998
Randolph Childress,733000,-8.1,1997,1995
Randolph Keys,311666.6667,-2.666666667,1996,1988
Randolph Morris,820923.3333,-6.666666667,2010,2007
Randy Breuer,594500,-2.228571429,1994,1984
Randy Brown,1263500,-1.483333333,2003,1991
Randy Foye,3125127.364,-1.790909091,2017,2006
Randy Holcomb,52033,-0.7,2006,2005
Randy Livingston,267840,-2.3,2001,1996
Randy White,859250,-3.1,1994,1990
Randy Wittman,361666.6667,-2.983333333,1992,1984
Randy Woods,650000,-0.333333333,1995,1992
Rashad McCants,1895351.5,-2.2,2009,2005
Rashad Vaughn,1399844.5,-5.875,2018,2015
Rashard Lewis,9137224.412,0.829411765,2014,1998
Rasheed Wallace,9486766.313,1.56875,2013,1995
Rasho Nesterovic,4575127.364,-0.918181818,2010,1999
Rastko Cvetkovic,200000,-8.9,1996,1995
Rasual Butler,1990005.75,-1.883333333,2016,2002
Ratko Varda,332817,-5.5,2002,2001
Raul Lopez,809420,-0.2,2005,2003
Raul Neto,1136394,1.366666667,2018,2015
Rawle Marshall,531485.5,-3.65,2007,2005
Ray Allen,10242022.78,3.083333333,2014,1996
Ray McCallum,625067.3333,-3.733333333,2016,2014
Ray Owes,220000,-4.2,1997,1996
Ray Tolbert,100000,-6.1,1989,1988
Raymond Felton,3982855.769,-3.41607E-17,2018,2005
Reece Gaines,1454640,-4.4,2006,2003
Reggie Bullock,1671560.8,0.16,2018,2013
Reggie Evans,2488124.462,-2.607692308,2015,2002
Reggie Geary,246125,-2.15,1998,1996
Reggie Jackson,7260093.143,0.242857143,2018,2011
Reggie Jordan,343250,0.1,2000,1996
Reggie King,500000,-3.7,1985,1984
Reggie Lewis,1487000,1.26,1993,1987
Reggie Miller,5795455.765,3.6,2005,1987
Reggie Slater,363062.4286,-2.757142857,2003,1994
Reggie Smith,316500,-3.8,1994,1992
Reggie Theus,587000,0.32,1991,1984
Reggie Williams,1119125.467,-2.18,2017,1987
Renaldo Balkman,1550702.833,0.416666667,2012,2006
Renaldo Major,20133,-8.5,2007,2006
Rex Chapman,1530063.636,-0.963636364,2000,1988
Rex Walters,1057812.5,-2.675,2000,1993
Rich Kelley,200000,-1.4,1986,1985
Rich King,675000,-13.8,1995,1991
Rich Manning,247500,-6.1,1997,1996
Richard Anderson,262500,2.3,1989,1987
Richard Coffey,150000,-4.7,1991,1990
Richard Dumas,182500,-0.05,1996,1992
Richard Hamilton,7211069.533,-0.62,2013,1999
Richard Jefferson,6444975.556,-1.433333333,2018,2001
Richard Petruska,150000,-6.8,1994,1993
Richaun Holmes,1182404.333,-2,2018,2015
Richie Frahm,601261,-0.6,2008,2003
Rick Brunson,544638.3,-2.69,2006,1997
Rick Calloway,125000,-6.3,1991,1990
Rick Carlisle,95000,-2.85,1988,1985
Rick Fox,2248406,0.592307692,2004,1991
Rick Hughes,115423,-6,2000,1999
Rick Mahorn,615923.0769,-3.123076923,1999,1984
Rick Robey,450000,-9.95,1986,1984
Rickey Brown,160000,-5.1,1985,1984
Rickey Green,240285.7143,-0.628571429,1992,1984
Ricky Berry,300000,-1.1,1989,1988
Ricky Blanton,8000,6,1993,1992
Ricky Davis,3572743.333,-1.516666667,2010,1998
Ricky Ledo,456269,-20.1,2015,2014
Ricky Pierce,1128636.364,1.018181818,1997,1984
Ricky Rubio,8069149.429,3.3,2018,2011
Ricky Sobers,351000,-2.65,1986,1984
Ricky Wilson,75000,4.5,1988,1987
Rik Smits,3977272.727,-1.1,2000,1988
Rob Kurz,429111,-2.3,2009,2008
Robbie Hummel,880000,-2.9,2015,2014
Robert Archibald,456568.5,-0.8,2004,2002
Robert Covington,3972759.8,2.04,2018,2014
Robert Hite,412718,-4.3,2007,2006
Robert Horry,3359062.5,1.68125,2008,1992
Robert Pack,2018100.909,-1.772727273,2004,1991
Robert Parish,2159555.5,0.075,1997,1984
Robert Reid,431250,-1.8,1989,1985
Robert Sacre,789766.75,-4.65,2016,2012
Robert Swift,2396521,-5.175,2009,2004
Robert Traylor,1688700.714,-0.757142857,2005,1998
Robert Werdann,178666.6667,-3.033333333,1997,1992
Robert Whaley,398762,-4.9,2006,2005
Robin Lopez,6503519.4,-1.25,2018,2008
Rod Foster,131000,-3.7,1986,1984
Rod Higgins,258225,-0.5625,1995,1984
Rod Strickland,2744221.133,1.84,2004,1988
Rodney Buford,419519,-4.66,2005,1999
Rodney Carney,1025056.833,-2.366666667,2011,2006
Rodney Hood,1608046,-0.475,2018,2014
Rodney McCray,794375,-0.15,1993,1984
Rodney McGruder,928041,-1.2,2018,2016
Rodney Monroe,217000,-5.9,1992,1991
Rodney Purvis,161280,-8.3,2018,2017
Rodney Rogers,2226800,-0.608333333,2005,1993
Rodney Stuckey,4805707.1,-0.68,2017,2007
Rodney White,1814881.25,-2.8,2005,2001
Rodrick Rhodes,479300,-10.3,2000,1997
Rodrigue Beaubois,1423893.25,-0.95,2013,2009
Roger Mason Jr.,1500607.667,-2.844444444,2013,2002
Roger Powell,412718,-11.6,2007,2006
Roko Ukic,776616,-2.55,2010,2008
Rolando Blackman,1118282.444,-0.366666667,1994,1984
Rolando Ferreira,100000,-22.6,1989,1988
Ron Anderson,470000,-1.828571429,1994,1985
Ron Baker,2435735.5,0.3,2018,2016
Ron Cavenall,100000,-10.8,1989,1988
Ron Grandison,158333.3333,-0.933333333,1996,1988
Ron Harper,2599692.308,1.538461538,2001,1987
Ron Mercer,4183770,-3.4,2005,1997
Ron Moore,75000,-10.3,1988,1987
Ronald Dupree,599037.8,-5.2,2011,2004
Ronald Murray,1204178.875,-2.2875,2010,2002
Rondae Hollis-Jefferson,1400820.667,1.533333333,2018,2015
Ronnie Brewer,2452281.125,-1.45,2014,2006
Ronnie Lester,172000,-5.45,1986,1984
Ronnie Murphy,191666,-9.2,1988,1987
Ronnie Price,1179595.083,-2.5,2017,2005
Ronny Turiaf,2509017.333,-2.644444444,2015,2006
Rony Seikaly,2768100,-4.17,1999,1988
Rory Sparrow,360857.1429,-3.742857143,1992,1984
Rory White,70000,-1.5,1986,1985
Roshown McLeod,877786.6667,-4.9,2001,1998
Roy Hibbert,7853795.778,-0.5,2017,2008
Roy Hinson,622500,-1.8,1991,1984
Roy Rogers,637360,-4.866666667,2000,1996
Roy Tarpley,1196250,2.325,1995,1987
Royal Ivey,907274.2222,-2.833333333,2013,2004
Royce O'Neale,815615,2.2,2018,2017
Royce White,1719480,-25,2014,2013
Ruben Boumtje-Boumtje,502977,-2.466666667,2004,2001
Ruben Garces,316969,-6.3,2001,2000
Ruben Patterson,3685839.7,0.45,2008,1998
Ruben Wolkowyski,452202,-7.05,2003,2000
Rudy Fernandez,1419130.75,1.85,2012,2008
Rudy Gay,10579914.08,0.825,2018,2006
Rudy Gobert,5495617.4,3.12,2018,2013
Rumeal Robinson,907500,-5.1,1997,1990
Russ Schoene,262500,-1.8,1989,1987
Russ Smith,816482,3,2016,2014
Russell Westbrook,13224610,4.47,2018,2008
Rusty LaRue,195294,-2.15,2000,1998
Ryan Anderson,7850978,1.64,2018,2008
Ryan Bowen,789674,1.41,2010,1999
Ryan Gomes,2320942.5,-2.2125,2014,2005
Ryan Hollins,1219542,-3.9,2016,2006
Ryan Humphrey,1143400,-5.333333333,2005,2002
Ryan Kelly,1264159.333,-3.233333333,2017,2014
Ryan Reid,475000,-1,2012,2011
Ryan Robertson,301875,-6.5,2000,1999
Ryan Stack,336250,-5.45,2000,1998
Salah Mejri,957037,0.166666667,2018,2015
Salim Stoudamire,729000,-3.8,2008,2005
Sam Bowie,1960000,-2.5625,1995,1985
Sam Cassell,3810500,1.413333333,2008,1993
Sam Dekker,1720520,-0.366666667,2018,2015
Sam Jacobson,414245.4,-2.18,2001,1998
Sam Mack,312849.6667,-1.15,2002,1992
Sam Mitchell,1112727.273,-2.318181818,2002,1990
Sam Perkins,2257306.667,0.566666667,2001,1984
Sam Vincent,619000,-1.98,1992,1985
Sam Young,845429,-3.225,2013,2009
Samaki Walker,1597485.6,-4.75,2006,1996
Samardo Samuels,534650.3333,-5.033333333,2013,2010
Samuel Dalembert,6877036.769,-1.423076923,2015,2001
Sarunas Jasikevicius,4000000,-1.85,2007,2005
Sarunas Marciulionis,1776714.286,-0.171428571,1997,1989
Sasha Danilovic,1673500,0.65,1997,1995
Sasha Kaun,1300000,-1.7,2016,2015
Sasha Pavlovic,1641125,-3.608333333,2013,2003
Sasha Vujacic,2472766.111,-1.722222222,2017,2004
Scot Pollard,2927704.692,0.415384615,2008,1997
Scott Brooks,379722.2222,1.044444444,1998,1988
Scott Burrell,1028571.429,0.9,2000,1993
Scott Haffner,75000,-4,1991,1990
Scott Haskin,833000,-3.6,1994,1993
Scott Hastings,331428.5714,-2.928571429,1993,1984
Scott Machado,192228,-7.4,2013,2012
Scott Meents,300000,-3.3,1991,1990
Scott Padgett,829584.1111,-1.066666667,2007,1999
Scott Roth,75000,-1.1,1988,1987
Scott Skiles,1127428.571,-0.1,1995,1987
Scott Wedman,400000,-1.5,1986,1984
Scott Williams,2003600,-2.633333333,2005,1990
Scottie Pippen,6486483.125,4.21875,2004,1987
Scotty Hopson,74159,-14,2018,2017
Sean Elliott,3535555.5,-0.283333333,2001,1989
Sean Green,295000,-5.766666667,1994,1991
Sean Higgins,334450,-5.76,1998,1990
Sean Kilpatrick,678731.1111,-6,2018,2014
Sean Lampley,219411,-1.2,2004,2002
Sean Marks,817436.0909,-5.636363636,2011,1998
Sean May,1726477,-3.6,2010,2005
Sean Rooks,1431083.333,-4.891666667,2004,1992
Sean Singletary,442114,-6.4,2009,2008
Sean Williams,1522880,-3.966666667,2010,2007
Sebastian Telfair,1907388.9,-2.65,2015,2004
Sedale Threatt,999400,0.24,1996,1984
Sedric Toney,112500,-6.1,1994,1987
Semaj Christon,543471,-7,2017,2016
Semi Ojeleye,1291892,-6.3,2018,2017
Semih Erden,617899.5,-3.7,2012,2010
Serge Ibaka,8347487.889,0.644444444,2018,2009
Sergei Bazarevich,168000,-3.2,1995,1994
Sergei Monia,1016400,-5.8,2006,2005
Sergey Karasev,1533840,-3.833333333,2016,2013
Sergio Rodriguez,2533967,-2.4,2017,2006
Seth Curry,998326,-14.5,2017,2014
Shabazz Muhammad,1754186.333,0.733333333,2018,2013
Shabazz Napier,1561140,-0.95,2018,2014
Shammond Williams,1216863.167,-1.666666667,2007,1999
Shandon Anderson,3527391.583,-1.308333333,2006,1996
Shane Battier,4351509.385,2.853846154,2014,2001
Shane Heal,197807.5,-5.15,2004,1996
Shane Larkin,1528605.5,-1.225,2018,2013
Shannon Brown,2189122.625,-6.1625,2014,2006
Shaquille Harrison,267160,4.8,2018,2017
Shaquille O'Neal,15378859.32,3.578947368,2011,1992
Shareef Abdur-Rahim,8926600,-0.92,2008,1996
Sharone Wright,2780000,-6.95,1998,1994
Sharrod Ford,116711,-8.9,2006,2005
Shaun Livingston,3003470.467,-1.886666667,2018,2004
Shavlik Randolph,696651.1429,-2.814285714,2015,2005
Shawn Bradley,5023333.333,-0.433333333,2005,1993
Shawn Kemp,5473644.857,0.185714286,2003,1990
Shawn Long,96969,1.5,2017,2016
Shawn Marion,8433547.625,2.09375,2015,1999
Shawn Respert,1417040,-5.1,1998,1995
Shawne Williams,1587379.167,-3,2015,2006
Shawnelle Scott,484837.5,-1.725,2002,1996
Shayne Whittington,676197.5,-6.3,2016,2014
Shea Seals,242000,-0.5,1998,1997
Shelden Williams,2042811.5,-2.583333333,2012,2006
Sheldon McClellan,543471,-3,2017,2016
Shelvin Mack,1851852.5,-2.325,2018,2011
Sherell Ford,500000,2.5,1996,1995
Sherman Douglas,1985770.833,-1.566666667,2001,1990
Sherron Collins,473604,-6.3,2011,2010
Sidney Green,711000,-3.475,1993,1984
Sidney Moncrief,832400,2.08,1991,1984
Sim Bhullar,29843,9.8,2015,2014
Sindarius Thornwell,815615,-0.7,2018,2017
Skal Labissiere,1250725.5,-2.85,2018,2016
Slavko Vranes,129768,-16.3,2004,2003
Sleepy Floyd,835000,-1.83,1995,1984
Sly Williams,450000,-6.2,1986,1984
Smush Parker,967572.8,-2.34,2008,2002
Solomon Alabi,800000,-5,2012,2010
Solomon Hill,5477230.6,-1.72,2018,2013
Solomon Jones,823133.4286,-5.1,2012,2006
Sonny Weems,1208230.75,-6.85,2016,2008
Soumaila Samake,220976.5,-3.95,2003,2000
Speedy Claxton,3513566.286,-0.571428571,2009,2001
Spencer Dinwiddie,949009,-1.575,2018,2014
Spencer Hawes,4576498.8,-2.63,2017,2007
Spud Webb,932844.4444,0.688888889,1996,1985
Stacey Augmon,1877343.75,-0.90625,2006,1991
Stacey King,1275714.286,-4.514285714,1996,1989
Stan Kimbrough,133000,-2.7,1993,1992
Stanislav Medvedenko,1478278.714,-3.385714286,2007,2000
Stanley Johnson,2969880,-2.466666667,2018,2015
Stanley Roberts,2199117.714,-4.057142857,2000,1991
Stefano Rusconi,415000,-11.2,1996,1995
Stephane Lasme,48056,-9.4,2008,2007
Stephen Curry,10153645.78,7.111111111,2018,2009
Stephen Graham,630379,-3.85,2011,2005
Stephen Howard,197783.3333,-1.966666667,1998,1992
Stephen Jackson,5279019.538,-0.553846154,2013,2000
Stephen Zimmerman,950000,-13.3,2017,2016
Stephon Marbury,11624303.46,1.007692308,2009,1996
Sterling Brown,815615,-2.7,2018,2017
Steve Alford,166666.6667,-1.566666667,1991,1987
Steve Bardo,187500,-3.6,1996,1992
Steve Blake,2845726.308,-1.430769231,2016,2003
Steve Burtt,75000,-5.8,1988,1987
Steve Colter,182500,-1.26,1995,1985
Steve Francis,8368458.1,1.71,2008,1999
Steve Goodrich,465850,-6.9,2002,2001
Steve Hamer,220000,-7.6,1997,1996
Steve Harris,170000,-2.3,1988,1985
Steve Hayes,100000,-5.9,1986,1985
Steve Henson,248062.5,-3.475,1998,1990
Steve Johnson,592250,-2.95,1989,1984
Steve Kerr,1128214.286,-0.221428571,2003,1988
Steve Nash,7624201.111,2.566666667,2014,1996
Steve Novak,1664338.231,-3.230769231,2017,2006
Steve Scheffler,218333.3333,-3.516666667,1997,1990
Steve Smith,4559135.714,0.907142857,2005,1991
Steve Stipanovich,553333.3333,0.3,1988,1984
Steven Adams,6433461.4,1.5,2018,2013
Steven Hill,148238,32.7,2009,2008
Steven Hunter,2055862.889,-3.644444444,2010,2001
Steven Smith,161061,-9.6,2007,2006
Stojko Vrankovic,2285400,-5.34,1999,1990
Stromile Swift,4798938.111,-3.422222222,2009,2000
Stuart Gray,197733.3333,-3.766666667,1989,1985
Sun Yue,442114,-8.9,2009,2008
Sundiata Gaines,362713.5,-4.125,2012,2009
Sylvester Gray,160000,-2.7,1989,1988
T.J. Ford,5172690.5,-0.725,2012,2003
T.J. McConnell,957037,-0.466666667,2018,2015
T.J. Warren,2319012.75,-1.2,2018,2014
T.R. Dunn,287500,0.65,1988,1985
Taj Gibson,5834330.111,0.111111111,2018,2009
Tamar Slay,536061,-4.666666667,2005,2002
Tang Hamilton,60881,0,2002,2001
Tarence Kinsey,476610.6667,-2.033333333,2009,2006
Tarik Black,2708348.75,-1.2,2018,2014
Tariq Abdul-Wahad,3236716.667,-4.516666667,2003,1997
Tate George,361815,-7.45,1995,1990
Taurean Green,427163,-3.7,2008,2007
Taurean Prince,2370420,-2.2,2018,2016
Taylor Griffin,457588,-5.2,2010,2009
Tayshaun Prince,5833984.429,6.34413E-17,2016,2002
Tellis Frank,285333.3333,-3.833333333,1994,1987
Terence Morris,589415,-4.533333333,2006,2001
Terence Stansbury,160000,-2.6,1986,1985
Terrance Ferguson,1785000,-4.7,2018,2017
Terrance Roberson,316969,-14,2001,2000
Terrel Harris,330130,-4.2,2013,2011
Terrell Brandon,3482767.273,2.736363636,2002,1991
Terrence Jones,1405411.333,-8.666666667,2017,2012
Terrence Rencher,200000,-5.6,1996,1995
Terrence Ross,5348306.167,-0.416666667,2018,2012
Terrence Williams,1735084,-4.875,2013,2009
Terry Catledge,675285.7143,-2.857142857,1993,1985
Terry Cummings,1558185.714,-0.514285714,2000,1984
Terry Davis,1088305.556,-3.555555556,2001,1990
Terry Dehere,999828.125,-2.6375,1999,1993
Terry Mills,1332250,-2.466666667,2001,1990
Terry Porter,1675106.25,2.6875,2002,1985
Terry Rozier,1906440,-2.333333333,2018,2015
Terry Teagle,430000,-2.92,1992,1985
Terry Tyler,427500,-1.275,1989,1984
Thabo Sefolosha,3289602.333,0.916666667,2018,2006
Thaddeus Young,7521249.273,0.809090909,2018,2007
Thanasis Antetokounmpo,105888,-7.6,2016,2015
Tharon Mayes,130000,-4.8,1992,1991
Theo Ratliff,6396997.375,-1.525,2011,1995
Theron Smith,493488.5,-5.7,2005,2003
Thomas Bryant,815615,-8.1,2018,2017
Thomas Gardner,406484,-5.05,2009,2007
Thomas Hamilton,510000,-6.1,2000,1999
Thomas Robinson,2522340.2,-2.18,2017,2012
Thon Maker,2626380,-5.1,2018,2016
Thurl Bailey,748400,-2.36,1999,1984
Tiago Splitter,6759428.571,1.2,2017,2010
Tibor Pleiss,3000000,-10.6,2016,2015
Tierre Brown,526431.5,-4.55,2005,2001
Tim Breaux,215750,-4.333333333,1998,1994
Tim Duncan,12616271.32,5.015789474,2016,1997
Tim Frazier,864939.3333,0.3,2018,2014
Tim Hardaway,3610115.833,3.391666667,2003,1990
Tim Hardaway Jr.,4506705,-0.66,2018,2013
Tim James,613723,-6.575,2002,1999
Tim Kempton,386812.5,-7.075,1998,1988
Tim Legler,643000,-3.8,2000,1992
Tim McCormick,635666.6,-3.18,1992,1985
Tim Ohlbrecht,144867,-15.1,2013,2012
Tim Perry,1157142.857,-2.528571429,1996,1988
Tim Quarterman,96406,-14.4,2018,2017
Tim Thomas,6990961.071,-0.714285714,2010,1997
Tim Young,301875,-6.7,2000,1999
Timofey Mozgov,6916427.625,-2.675,2018,2010
Timothe Luwawu-Cabarrot,1356780,-2.65,2018,2016
Tito Horford,100000,-13.3,1989,1988
Tito Maddox,349458,-2.1,2003,2002
TJ Leaf,2028360,-5.5,2018,2017
Tobias Harris,8009867.714,-0.571428571,2018,2011
Toby Bailey,411250,-3.25,2000,1998
Tod Murphy,456666.6667,-3.533333333,1994,1990
Todd Day,1514906.25,0.4625,2001,1992
Todd Fuller,995048,-5.7,2001,1996
Todd Lichti,565045,-1.075,1994,1990
Todd MacCulloch,2563793.75,-0.55,2003,1999
Todd Mundt,225000,-7.5,1996,1995
Tom Chambers,1267604.167,0.633333333,1998,1984
Tom Copa,160000,-4.1,1992,1991
Tom Garrick,213333.3333,1.3,1992,1988
Tom Gugliotta,6199579.615,-1.407692308,2005,1992
Tom Hammonds,991500,-5.12,2001,1990
Tom Hovasse,6140,9.3,1995,1994
Tom McMillen,215000,-4.2,1986,1985
Tom Tolbert,440333.3333,-5.05,1995,1988
Tomas Satoransky,2935406.5,0.7,2018,2016
Toney Douglas,1057572.222,-1.833333333,2017,2009
Toni Kukoc,4729848.692,1.923076923,2006,1993
Tony Allen,2907029.929,1.428571429,2018,2004
Tony Battie,3743154.429,-2.414285714,2012,1997
Tony Bennett,182000,-3.833333333,1995,1992
Tony Bobbitt,305403,-3.7,2005,2004
Tony Bradley,1414920,0.2,2018,2017
Tony Brown,168333.3333,-7.033333333,1992,1988
Tony Campbell,745333.3333,-2.233333333,1995,1984
Tony Delk,1991168,-2.33,2006,1996
Tony Dumas,1015000,-5.15,1998,1994
Tony Farmer,391125,-0.35,2000,1997
Tony Harris,150000,-3.7,1995,1994
Tony Massenburg,863649.8571,-4.964285714,2005,1990
Tony Parker,9604850.588,0.764705882,2018,2001
Tony Smith,509642.8571,-1.957142857,1997,1990
Tony Snell,3321415.2,-1.88,2018,2013
Tony White,75000,-9.8,1988,1987
Tony Wroten,1165400,-8.64,2016,2012
Torraye Braggs,53697,-2.9,2004,2003
Toure' Murry,173028,-81.1,2015,2014
Tracy McGrady,10865218.53,2.946666667,2012,1997
Tracy Moore,179166.6667,4.733333333,1997,1992
Tracy Murray,1855128.083,-2.233333333,2004,1992
Trajan Langdon,1499760,-0.7,2002,1999
Travis Best,1821167.9,-0.53,2005,1995
Travis Diener,1184594.2,-0.4,2010,2005
Travis Hansen,366931,-2.8,2004,2003
Travis Knight,2602857.143,-3.4,2003,1996
Travis Leslie,473604,-1.8,2012,2011
Travis Mays,1000000,-4.733333333,1993,1990
Travis Outlaw,2913171.231,-2.430769231,2014,2003
Travis Wear,401986,-2,2018,2014
Travis Williams,242000,-1.2,1998,1997
Tree Rollins,749777.7778,-2.611111111,1995,1984
Tremaine Fowlkes,410047.6667,-1.9,2005,2002
Trent Tucker,449500,0.975,1993,1984
Trenton Hassell,3064881.222,-3.5,2010,2001
Treveon Graham,928041,-3.95,2018,2016
Trevor Ariza,5451466.429,0.885714286,2018,2004
Trevor Booker,3813121.778,-0.566666667,2018,2010
Trevor Ruffin,121930,-2.7,1995,1994
Trevor Wilson,325000,-1.45,1995,1993
Trevor Winter,287500,-0.7,1999,1998
Trey Burke,2363263.6,-1.72,2018,2013
Trey Gilder,26917,8.7,2010,2009
Trey Johnson,138464,-5.75,2011,2008
Trey Lyles,2340600,-1.7,2018,2015
Trey McKinney-Jones,46080,-8.8,2018,2017
Trey Thompkins,473604,-6.4,2012,2011
Tristan Thompson,8989202.143,-1.242857143,2018,2011
Troy Bell,1285440,-11.3,2004,2003
Troy Daniels,2126304.5,-1.725,2018,2014
Troy Hudson,2427953.333,-3.016666667,2008,1997
Troy Murphy,5502065.417,-1.433333333,2013,2001
Troy Williams,641904,-7.5,2018,2016
Truck Robinson,540000,-3.9,1985,1984
Ty Lawson,4355955.6,0.65,2018,2009
Tyler Cavanaugh,729919,-4.6,2018,2017
Tyler Dorsey,815615,-2.8,2018,2017
Tyler Ennis,1627816.25,-3.6,2018,2014
Tyler Hansbrough,2392296.857,-2.142857143,2016,2009
Tyler Honeycutt,792437.5,-6.05,2013,2011
Tyler Johnson,3215413.75,0.85,2018,2014
Tyler Lydon,1579440,-16.1,2018,2017
Tyler Ulis,1115490,-2.85,2018,2016
Tyler Zeller,2871138.833,-1.7,2018,2012
Tyreke Evans,7015139,0.888888889,2018,2009
Tyrone Corbin,889064.2857,-1.078571429,2001,1985
Tyrone Hill,3643302.071,-1.257142857,2004,1990
Tyrone Nesby,2313541.75,0.025,2002,1998
Tyronn Lue,1943870.909,-2.472727273,2009,1998
Tyrus Thomas,5181903,-3.577777778,2015,2006
Tyshawn Taylor,631238,-10.3,2014,2012
Tyson Chandler,10205663.12,0.364705882,2018,2001
Tyus Edney,345250,-1.05,2001,1995
Tyus Jones,1364380.667,0.066666667,2018,2015
Udonis Haslem,3865019.933,-3.593333333,2018,2003
Uros Slokar,412718,-5.3,2007,2006
Uwe Blab,246666.6667,-6.233333333,1989,1985
Vassilis Spanoulis,1800000,-5,2007,2006
Vern Fleming,798200,-0.02,1996,1985
Vernon Macklin,473604,-0.2,2012,2011
Vernon Maxwell,1039500,-1.491666667,2001,1988
Viacheslav Kravtsov,1500000,-15.2,2014,2013
Victor Alexander,976570,-4.08,2002,1991
Victor Claver,1333333.333,-1.166666667,2015,2012
Victor Oladipo,8497488,1.94,2018,2013
Viktor Khryapa,1304089.5,-2.675,2008,2004
Vin Baker,6137422.6,-5.233333333,2006,1993
Vince Carter,8663211.619,2.9,2018,1998
Vincent Askew,976208.3333,-6.583333333,1998,1991
Vincenzo Esposito,500000,-9.6,1996,1995
Vinnie Johnson,731791.625,-0.25,1992,1984
Vinny Del Negro,1625467.455,-1.527272727,2002,1988
Vitaly Potapenko,3694331.273,-6.063636364,2007,1996
Vlade Divac,6074709,1.373333333,2005,1990
Vladimir Radmanovic,3591761.75,-0.75,2013,2001
Vladimir Stepania,776584.8333,-3.85,2004,1998
Voise Winters,70000,-17.5,1986,1985
Von Wafer,587158.6,-5.64,2011,2005
Vonteego Cummings,757200,-3.333333333,2002,1999
Voshon Lenard,2558498.3,-0.48,2006,1996
